Timestamp,Demand_MW,Wind_MW,Solar_MW,Hydro_MW,Nuclear_MW,Fossil_MW,CO2_kg
2024-01-02 08:00:00,4758.79,388.02,259.81,240.14,304.27,3566.55,3388227.11
2024-01-02 09:00:00,4735.36,518.04,277.16,267.51,301.4,3371.24,3202682.26
2024-01-02 10:00:00,4746.29,448.29,289.78,242.69,304.69,3460.84,3287798.29
2024-01-02 11:00:00,4756.21,423.94,297.43,232.34,309.82,3492.67,3318038.6
2024-01-02 12:00:00,5186.58,487.51,300.0,251.67,299.28,3848.11,3655708.79
2024-01-02 13:00:00,5219.74,505.4,297.43,268.6,314.04,3834.26,3642551.31
2024-01-02 14:00:00,5163.88,426.74,289.78,257.52,301.06,3888.78,3694337.83
2024-01-02 15:00:00,5353.52,447.28,277.16,259.21,304.75,4065.13,3861869.1
2024-01-02 16:00:00,5075.74,394.68,259.81,252.16,296.94,3872.14,3678537.28
2024-01-02 17:00:00,5038.93,429.13,238.01,250.26,308.1,3813.43,3622759.44
2024-01-02 18:00:00,4815.86,427.87,212.13,236.38,305.21,3634.26,3452549.2
2024-01-02 19:00:00,4378.15,444.04,182.63,229.28,307.36,3214.84,3054101.79
2024-01-02 20:00:00,4403.52,450.77,150.0,253.88,300.27,3248.59,3086162.79
2024-01-02 21:00:00,4329.15,460.66,114.81,265.09,293.72,3194.87,3035125.6
2024-01-02 22:00:00,4499.19,448.58,77.65,255.45,302.3,3415.22,3244458.83
2024-01-02 23:00:00,4862.03,391.45,39.16,258.29,291.51,3881.63,3687548.94
2024-01-03 00:00:00,4975.46,403.13,0.0,267.93,298.32,4006.08,3805773.4
2024-01-03 01:00:00,5252.27,419.61,39.16,255.42,300.96,4237.12,4025265.83
2024-01-03 02:00:00,5494.06,430.97,77.65,250.95,311.89,4422.6,4201473.83
2024-01-03 03:00:00,5630.55,485.08,114.81,244.04,301.59,4485.03,4260781.49
2024-01-03 04:00:00,5685.11,397.32,150.0,272.49,300.7,4564.6,4336373.82
2024-01-03 05:00:00,5573.89,430.32,182.63,257.58,299.68,4403.68,4183496.71
2024-01-03 06:00:00,5327.67,483.52,212.13,242.92,293.29,4095.81,3891019.8
2024-01-03 07:00:00,5122.5,434.18,238.01,240.69,300.43,3909.2,3713735.81
2024-01-03 08:00:00,4828.1,465.36,259.81,264.97,300.51,3537.44,3360566.0
2024-01-03 09:00:00,4857.49,442.13,277.16,242.11,295.16,3600.92,3420874.57
2024-01-03 10:00:00,4690.52,458.75,289.78,271.07,294.07,3376.86,3208016.27
2024-01-03 11:00:00,5099.66,440.1,297.43,225.01,297.59,3839.53,3647550.65
2024-01-03 12:00:00,5062.57,476.68,300.0,266.84,300.32,3718.72,3532782.89
2024-01-03 13:00:00,5086.64,388.95,297.43,257.53,297.71,3845.01,3652763.47
2024-01-03 14:00:00,5175.92,436.97,289.78,253.89,294.75,3900.54,3705514.15
2024-01-03 15:00:00,5336.12,464.11,277.16,250.99,301.45,4042.4,3840281.67
2024-01-03 16:00:00,5150.86,474.34,259.81,271.7,302.69,3842.32,3650205.25
2024-01-03 17:00:00,5031.62,513.45,238.01,259.9,300.61,3719.66,3533676.26
2024-01-03 18:00:00,4747.32,438.82,212.13,243.84,297.19,3555.34,3377573.37
2024-01-03 19:00:00,4452.94,514.37,182.63,235.73,302.97,3217.23,3056372.35
2024-01-03 20:00:00,4222.5,429.56,150.0,254.74,299.05,3089.16,2934701.48
2024-01-03 21:00:00,4136.38,509.79,114.81,252.99,294.05,2964.74,2816505.11
2024-01-03 22:00:00,4372.34,490.06,77.65,237.85,305.18,3261.6,3098522.06
2024-01-03 23:00:00,4757.99,421.53,39.16,252.54,301.77,3743.0,3555848.38
2024-01-04 00:00:00,5021.41,471.06,0.0,247.4,299.4,4003.55,3803371.76
2024-01-04 01:00:00,5203.07,457.43,39.16,253.27,292.14,4161.06,3953011.04
2024-01-04 02:00:00,5600.33,485.2,77.65,260.48,296.28,4480.72,4256686.5
2024-01-04 03:00:00,5750.66,451.95,114.81,268.19,310.09,4605.63,4375347.1
2024-01-04 04:00:00,5604.43,449.28,150.0,262.4,292.46,4450.3,4227786.64
2024-01-04 05:00:00,5555.15,517.02,182.63,246.14,298.74,4310.62,4095093.75
2024-01-04 06:00:00,5305.82,458.98,212.13,257.09,299.92,4077.7,3873816.96
2024-01-04 07:00:00,4925.48,496.66,238.01,254.07,301.6,3635.14,3453380.25
2024-01-04 08:00:00,4862.57,455.26,259.81,240.16,292.51,3614.83,3434084.4
2024-01-04 09:00:00,4768.21,531.61,277.16,257.51,300.87,3401.06,3231003.16
2024-01-04 10:00:00,4825.29,438.47,289.78,272.14,291.57,3533.34,3356669.69
2024-01-04 11:00:00,4933.03,441.7,297.43,253.94,300.49,3639.47,3457498.42
2024-01-04 12:00:00,4862.23,527.89,300.0,237.71,296.74,3499.89,3324892.7
2024-01-04 13:00:00,5078.57,449.76,297.43,254.0,295.67,3781.7,3592619.21
2024-01-04 14:00:00,5334.52,532.24,289.78,241.61,304.17,3966.72,3768380.23
2024-01-04 15:00:00,5339.25,504.51,277.16,262.42,298.82,3996.33,3796513.15
2024-01-04 16:00:00,5224.71,463.28,259.81,259.08,302.37,3940.18,3743167.13
2024-01-04 17:00:00,5345.5,397.56,238.01,252.16,302.53,4155.23,3947471.02
2024-01-04 18:00:00,4757.09,469.94,212.13,250.6,306.35,3518.07,3342161.9
2024-01-04 19:00:00,4573.78,475.39,182.63,251.84,293.96,3369.96,3201466.49
2024-01-04 20:00:00,4402.58,518.62,150.0,254.09,304.6,3175.28,3016513.2
2024-01-04 21:00:00,4353.01,536.08,114.81,246.32,300.08,3155.72,2997935.19
2024-01-04 22:00:00,4385.46,445.74,77.65,240.21,298.11,3323.76,3157570.26
2024-01-04 23:00:00,4748.25,505.78,39.16,265.52,294.25,3643.55,3461368.35
2024-01-05 00:00:00,4922.72,504.93,0.0,250.32,303.03,3864.43,3671211.13
2024-01-05 01:00:00,5303.96,517.83,39.16,255.89,295.39,4195.7,3985911.4
2024-01-05 02:00:00,5534.48,495.42,77.65,257.11,302.59,4401.71,4181623.2
2024-01-05 03:00:00,5720.32,398.34,114.81,257.52,309.64,4640.01,4408009.11
2024-01-05 04:00:00,5924.29,470.39,150.0,242.61,304.9,4756.39,4518569.52
2024-01-05 05:00:00,5353.05,430.93,182.63,237.63,306.96,4194.9,3985153.81
2024-01-05 06:00:00,5368.63,469.61,212.13,248.55,296.4,4141.93,3934834.72
2024-01-05 07:00:00,4878.51,517.46,238.01,258.43,303.81,3560.79,3382751.41
2024-01-05 08:00:00,4779.6,491.01,259.81,247.24,294.28,3487.27,3312903.65
2024-01-05 09:00:00,4821.03,525.26,277.16,251.01,298.83,3468.76,3295319.33
2024-01-05 10:00:00,4723.42,493.53,289.78,275.88,308.71,3355.52,3187741.8
2024-01-05 11:00:00,4719.87,428.45,297.43,236.2,296.96,3460.83,3287787.21
2024-01-05 12:00:00,4928.47,380.07,300.0,247.14,305.56,3695.7,3510917.22
2024-01-05 13:00:00,5240.31,487.36,297.43,273.7,305.08,3876.74,3682899.49
2024-01-05 14:00:00,5209.98,473.36,289.78,254.33,305.37,3887.13,3692776.56
2024-01-05 15:00:00,5309.51,443.33,277.16,247.76,293.66,4047.59,3845208.37
2024-01-05 16:00:00,5177.76,414.88,259.81,266.55,302.63,3933.9,3737202.1
2024-01-05 17:00:00,4895.06,454.0,238.01,255.46,299.22,3648.38,3465960.68
2024-01-05 18:00:00,4914.39,476.09,212.13,251.47,305.44,3669.26,3485800.94
2024-01-05 19:00:00,4523.61,510.97,182.63,256.92,291.72,3281.37,3117299.91
2024-01-05 20:00:00,4104.67,492.35,150.0,248.46,301.84,2912.02,2766419.04
2024-01-05 21:00:00,4306.51,549.59,114.81,244.91,301.13,3096.08,2941280.0
2024-01-05 22:00:00,4350.81,444.29,77.65,253.99,290.05,3284.83,3120591.77
2024-01-05 23:00:00,4757.6,521.41,39.16,245.06,295.57,3656.41,3473584.84
2024-01-06 00:00:00,4920.75,488.49,0.0,255.32,290.85,3886.09,3691783.43
2024-01-06 01:00:00,5316.17,514.82,39.16,258.8,296.37,4207.03,3996675.82
2024-01-06 02:00:00,5633.51,470.0,77.65,263.83,302.75,4519.29,4293327.67
2024-01-06 03:00:00,5798.71,530.75,114.81,266.62,300.98,4585.56,4356281.25
2024-01-06 04:00:00,5572.79,500.1,150.0,251.32,300.85,4370.52,4151990.26
2024-01-06 05:00:00,5506.33,461.52,182.63,260.42,294.8,4306.96,4091608.53
2024-01-06 06:00:00,5252.51,488.62,212.13,260.39,305.6,3985.76,3786471.23
2024-01-06 07:00:00,4974.44,479.91,238.01,258.79,299.91,3697.83,3512941.89
2024-01-06 08:00:00,5003.34,509.45,259.81,250.76,300.17,3683.16,3499001.44
2024-01-06 09:00:00,4752.63,443.07,277.16,245.32,304.7,3482.38,3308262.75
2024-01-06 10:00:00,4590.9,489.46,289.78,260.66,295.04,3255.96,3093164.44
2024-01-06 11:00:00,4919.43,506.81,297.43,238.61,301.14,3575.43,3396662.76
2024-01-06 12:00:00,5212.22,492.68,300.0,253.05,302.12,3864.38,3671158.11
2024-01-06 13:00:00,5275.6,545.58,297.43,230.23,297.27,3905.08,3709826.71
2024-01-06 14:00:00,5131.08,523.01,289.78,242.45,303.26,3772.58,3583949.87
2024-01-06 15:00:00,5239.44,492.09,277.16,247.08,302.39,3920.72,3724688.74
2024-01-06 16:00:00,5299.9,501.39,259.81,266.86,299.49,3972.35,3773728.48
2024-01-06 17:00:00,4889.46,504.87,238.01,262.82,299.34,3584.42,3405201.21
2024-01-06 18:00:00,4744.38,509.49,212.13,250.44,302.62,3469.7,3296215.43
2024-01-06 19:00:00,4537.69,420.64,182.63,263.32,303.94,3367.16,3198798.66
2024-01-06 20:00:00,4214.49,481.91,150.0,264.94,300.31,3017.32,2866455.11
2024-01-06 21:00:00,4281.92,434.89,114.81,254.5,305.6,3172.12,3013514.25
2024-01-06 22:00:00,4092.86,545.68,77.65,242.31,303.29,2923.93,2777734.39
2024-01-06 23:00:00,4569.92,492.4,39.16,254.12,291.06,3493.19,3318526.76
2024-01-07 00:00:00,4974.74,487.37,0.0,255.26,292.98,3939.14,3742180.37
2024-01-07 01:00:00,5202.87,531.24,39.16,243.96,305.91,4082.6,3878469.33
2024-01-07 02:00:00,5746.25,512.52,77.65,259.99,298.77,4597.33,4367459.1
2024-01-07 03:00:00,5569.12,450.74,114.81,259.16,300.82,4443.59,4221412.35
2024-01-07 04:00:00,5648.82,493.29,150.0,260.86,305.7,4438.97,4217022.52
2024-01-07 05:00:00,5552.85,482.96,182.63,259.24,299.97,4328.06,4111656.29
2024-01-07 06:00:00,5444.13,426.81,212.13,263.79,300.19,4241.21,4029145.77
2024-01-07 07:00:00,4896.19,469.2,238.01,254.74,295.66,3638.58,3456653.81
2024-01-07 08:00:00,4943.11,489.69,259.81,258.6,301.85,3633.17,3451511.05
2024-01-07 09:00:00,4713.16,492.64,277.16,252.64,302.93,3387.78,3218387.62
2024-01-07 10:00:00,4618.84,438.15,289.78,250.82,297.11,3342.98,3175832.77
2024-01-07 11:00:00,4873.86,543.7,297.43,270.09,295.39,3467.25,3293885.58
2024-01-07 12:00:00,5019.91,493.73,300.0,236.31,313.13,3676.73,3492896.39
2024-01-07 13:00:00,5112.33,499.49,297.43,265.56,299.54,3750.31,3562794.93
2024-01-07 14:00:00,5289.99,514.19,289.78,250.63,296.58,3938.82,3741876.26
2024-01-07 15:00:00,5249.34,466.8,277.16,249.38,303.53,3952.46,3754838.66
2024-01-07 16:00:00,5184.56,516.74,259.81,259.53,299.75,3848.73,3656297.2
2024-01-07 17:00:00,5026.44,483.95,238.01,242.06,294.57,3767.85,3579455.36
2024-01-07 18:00:00,4858.6,462.91,212.13,248.84,302.42,3632.31,3450690.54
2024-01-07 19:00:00,4336.44,521.84,182.63,248.55,295.73,3087.68,2933299.81
2024-01-07 20:00:00,4520.48,558.69,150.0,254.87,307.88,3249.03,3086581.12
2024-01-07 21:00:00,4092.66,528.14,114.81,249.09,302.47,2898.15,2753247.03
2024-01-07 22:00:00,4401.81,536.17,77.65,273.18,298.62,3216.19,3055380.14
2024-01-07 23:00:00,4731.19,478.53,39.16,275.19,300.55,3637.76,3455875.78
2024-01-08 00:00:00,5028.1,435.55,0.0,237.04,304.52,4051.0,3848447.74
2024-01-08 01:00:00,5265.38,559.15,39.16,262.74,300.93,4103.4,3898229.78
2024-01-08 02:00:00,5562.2,581.8,77.65,265.93,310.61,4326.22,4109904.46
2024-01-08 03:00:00,5662.83,561.4,114.81,262.81,305.68,4418.13,4197222.66
2024-01-08 04:00:00,5633.88,486.32,150.0,250.85,302.44,4444.28,4222061.34
2024-01-08 05:00:00,5624.74,453.63,182.63,255.03,295.32,4438.14,4216231.25
2024-01-08 06:00:00,5335.7,457.24,212.13,250.03,299.27,4117.04,3911187.67
2024-01-08 07:00:00,4970.49,432.56,238.01,253.35,302.39,3744.18,3556970.9
2024-01-08 08:00:00,4916.75,495.64,259.81,245.5,295.89,3619.92,3438925.38
2024-01-08 09:00:00,4742.86,564.19,277.16,256.49,306.47,3338.55,3171620.57
2024-01-08 10:00:00,4798.27,494.32,289.78,242.65,295.13,3476.4,3302576.25
2024-01-08 11:00:00,4890.61,512.09,297.43,255.72,296.81,3528.55,3352123.53
2024-01-08 12:00:00,4917.1,555.02,300.0,245.28,297.19,3519.61,3343628.89
2024-01-08 13:00:00,5116.34,483.83,297.43,259.87,303.72,3771.48,3582902.53
2024-01-08 14:00:00,5357.74,581.41,289.78,251.05,295.98,3939.53,3742551.92
2024-01-08 15:00:00,5348.9,579.65,277.16,260.8,291.0,3940.29,3743280.03
2024-01-08 16:00:00,5171.11,494.69,259.81,268.75,305.44,3842.42,3650302.46
2024-01-08 17:00:00,4971.95,476.8,238.01,273.87,297.78,3685.5,3501223.01
2024-01-08 18:00:00,4827.77,527.75,212.13,232.74,294.66,3560.49,3382463.04
2024-01-08 19:00:00,4401.07,485.91,182.63,249.72,296.23,3186.58,3027252.18
2024-01-08 20:00:00,4361.89,453.49,150.0,255.07,308.58,3194.74,3035004.0
2024-01-08 21:00:00,4267.65,550.94,114.81,262.75,296.71,3042.44,2890319.06
2024-01-08 22:00:00,4395.22,548.28,77.65,241.68,299.38,3228.23,3066819.72
2024-01-08 23:00:00,4782.23,505.76,39.16,248.41,297.77,3691.14,3506585.26
2024-01-09 00:00:00,5082.54,448.94,0.0,259.57,293.84,4080.19,3876184.92
2024-01-09 01:00:00,5409.0,450.18,39.16,259.16,296.29,4364.22,4146005.52
2024-01-09 02:00:00,5713.56,503.54,77.65,262.13,293.49,4576.75,4347910.1
2024-01-09 03:00:00,5714.23,479.15,114.81,262.83,304.78,4552.67,4325033.37
2024-01-09 04:00:00,5761.02,485.38,150.0,261.82,300.5,4563.31,4335140.17
2024-01-09 05:00:00,5508.75,539.78,182.63,260.42,312.41,4213.51,4002838.28
2024-01-09 06:00:00,5332.42,528.1,212.13,259.08,296.46,4036.66,3834822.53
2024-01-09 07:00:00,5026.76,553.75,238.01,265.21,295.71,3674.09,3490383.18
2024-01-09 08:00:00,4836.49,458.86,259.81,236.21,307.67,3573.95,3395253.81
2024-01-09 09:00:00,4771.65,484.6,277.16,274.09,305.29,3430.51,3258981.59
2024-01-09 10:00:00,4635.17,528.52,289.78,236.64,301.92,3278.3,3114383.89
2024-01-09 11:00:00,5036.88,515.92,297.43,247.94,294.43,3681.17,3497107.74
2024-01-09 12:00:00,4899.4,559.11,300.0,256.5,308.72,3475.06,3301306.77
2024-01-09 13:00:00,5050.94,514.45,297.43,265.54,299.64,3673.87,3490178.8
2024-01-09 14:00:00,5398.82,571.36,289.78,228.9,297.85,4010.94,3810389.34
2024-01-09 15:00:00,5367.03,518.84,277.16,258.62,305.71,4006.7,3806367.73
2024-01-09 16:00:00,5235.62,539.52,259.81,266.86,299.89,3869.54,3676065.65
2024-01-09 17:00:00,5023.06,483.87,238.01,268.92,294.17,3738.08,3551176.24
2024-01-09 18:00:00,4698.78,497.16,212.13,252.05,300.2,3437.23,3265368.34
2024-01-09 19:00:00,4370.5,532.8,182.63,256.05,296.09,3102.92,2947773.89
2024-01-09 20:00:00,4314.76,560.65,150.0,252.94,284.95,3066.22,2912907.73
2024-01-09 21:00:00,4220.15,525.05,114.81,255.22,295.59,3029.48,2878010.45
2024-01-09 22:00:00,4514.5,492.3,77.65,248.87,297.36,3398.32,3228403.45
2024-01-09 23:00:00,4657.65,550.47,39.16,250.34,294.22,3523.47,3347293.97
2024-01-10 00:00:00,4917.45,407.43,0.0,263.61,302.88,3943.53,3746356.6
2024-01-10 01:00:00,5295.51,437.94,39.16,260.63,296.11,4261.67,4048582.1
2024-01-10 02:00:00,5624.31,521.82,77.65,264.27,302.39,4458.18,4235272.37
2024-01-10 03:00:00,5655.76,494.83,114.81,261.54,293.83,4490.76,4266219.73
2024-01-10 04:00:00,5610.6,518.19,150.0,266.48,304.55,4371.38,4152813.52
2024-01-10 05:00:00,5564.15,496.24,182.63,268.26,293.62,4323.4,4107227.19
2024-01-10 06:00:00,5324.5,516.2,212.13,242.1,288.29,4065.77,3862485.71
2024-01-10 07:00:00,4989.08,460.47,238.01,251.02,306.19,3733.41,3546737.66
2024-01-10 08:00:00,4779.69,515.54,259.81,257.29,295.72,3451.34,3278770.16
2024-01-10 09:00:00,4735.34,532.16,277.16,259.42,308.78,3357.81,3189917.2
2024-01-10 10:00:00,4572.18,540.87,289.78,252.98,302.82,3185.72,3026435.96
2024-01-10 11:00:00,4686.9,572.25,297.43,268.85,303.95,3244.42,3082199.35
2024-01-10 12:00:00,4928.16,501.12,300.0,279.57,305.23,3542.24,3365131.04
2024-01-10 13:00:00,5151.01,501.95,297.43,261.67,300.56,3789.39,3599920.72
2024-01-10 14:00:00,5314.1,429.7,289.78,260.69,300.62,4033.31,3831643.2
2024-01-10 15:00:00,5435.4,469.0,277.16,268.39,306.41,4114.45,3908723.39
2024-01-10 16:00:00,5258.97,482.16,259.81,241.27,300.56,3975.18,3776418.15
2024-01-10 17:00:00,4944.23,531.51,238.01,260.26,296.36,3618.1,3437194.34
2024-01-10 18:00:00,4698.1,464.66,212.13,269.8,302.93,3448.57,3276143.76
2024-01-10 19:00:00,4359.97,520.55,182.63,253.62,289.43,3113.73,2958044.1
2024-01-10 20:00:00,4305.33,488.23,150.0,247.83,306.6,3112.67,2957036.37
2024-01-10 21:00:00,4259.0,480.79,114.81,258.28,306.7,3098.42,2943499.42
2024-01-10 22:00:00,4449.26,497.42,77.65,259.57,305.99,3308.63,3143201.52
2024-01-10 23:00:00,4589.63,471.39,39.16,251.13,305.8,3522.15,3346044.49
2024-01-11 00:00:00,5051.93,469.44,0.0,281.22,299.58,4001.69,3801607.65
2024-01-11 01:00:00,5480.92,417.97,39.16,255.51,299.47,4468.81,4245368.6
2024-01-11 02:00:00,5572.14,475.8,77.65,248.81,293.85,4476.03,4252232.91
2024-01-11 03:00:00,5752.3,466.07,114.81,259.45,308.74,4603.25,4373083.11
2024-01-11 04:00:00,5761.83,464.17,150.0,269.5,297.57,4580.59,4351561.64
2024-01-11 05:00:00,5499.66,501.01,182.63,260.64,301.7,4253.67,4040990.58
2024-01-11 06:00:00,5322.41,510.21,212.13,265.36,301.27,4033.43,3831760.87
2024-01-11 07:00:00,5041.04,492.68,238.01,251.83,293.3,3765.22,3576963.51
2024-01-11 08:00:00,4836.56,522.72,259.81,275.46,291.28,3487.29,3312928.46
2024-01-11 09:00:00,4634.83,505.44,277.16,266.25,300.03,3285.96,3121660.41
2024-01-11 10:00:00,4719.44,470.11,289.78,271.15,297.73,3390.67,3221136.36
2024-01-11 11:00:00,4877.45,462.9,297.43,264.36,299.55,3553.2,3375540.07
2024-01-11 12:00:00,5145.11,493.41,300.0,269.0,305.33,3777.37,3588504.17
2024-01-11 13:00:00,5268.28,503.34,297.43,252.06,301.12,3914.33,3718609.3
2024-01-11 14:00:00,5498.33,535.78,289.78,255.92,303.79,4113.06,3907411.66
2024-01-11 15:00:00,5211.13,526.98,277.16,274.34,302.23,3830.42,3638901.38
2024-01-11 16:00:00,5260.44,457.14,259.81,276.51,298.42,3968.56,3770129.93
2024-01-11 17:00:00,4978.56,474.18,238.01,249.48,294.99,3721.9,3535800.37
2024-01-11 18:00:00,4918.98,504.56,212.13,263.49,301.32,3637.48,3455603.12
2024-01-11 19:00:00,4379.39,519.88,182.63,256.73,300.42,3119.74,2963749.18
2024-01-11 20:00:00,4223.21,514.16,150.0,254.11,304.58,3000.36,2850344.49
2024-01-11 21:00:00,4227.93,473.49,114.81,263.97,299.25,3076.43,2922606.19
2024-01-11 22:00:00,4204.6,425.31,77.65,272.57,298.51,3130.56,2974033.71
2024-01-11 23:00:00,4619.78,434.94,39.16,265.71,298.85,3581.12,3402060.15
2024-01-12 00:00:00,4924.09,485.22,0.0,258.04,295.41,3885.42,3691146.6
2024-01-12 01:00:00,5342.69,487.42,39.16,266.43,307.23,4242.45,4030326.24
2024-01-12 02:00:00,5617.19,429.19,77.65,257.72,305.7,4546.94,4319590.1
2024-01-12 03:00:00,5899.75,474.32,114.81,265.48,293.93,4751.21,4513647.99
2024-01-12 04:00:00,5787.86,497.18,150.0,275.36,304.02,4561.3,4333230.75
2024-01-12 05:00:00,5482.09,425.28,182.63,240.67,290.77,4342.74,4125602.45
2024-01-12 06:00:00,5210.16,514.91,212.13,269.45,304.93,3908.74,3713299.64
2024-01-12 07:00:00,5088.97,454.99,238.01,246.13,296.52,3853.33,3660659.21
2024-01-12 08:00:00,4694.77,519.77,259.81,273.84,301.8,3339.55,3172572.27
2024-01-12 09:00:00,4895.28,447.5,277.16,255.23,290.35,3625.03,3443781.51
2024-01-12 10:00:00,4834.93,427.13,289.78,249.46,294.01,3574.55,3395820.05
2024-01-12 11:00:00,4780.73,449.23,297.43,268.63,302.34,3463.08,3289929.03
2024-01-12 12:00:00,4828.69,463.11,300.0,265.36,296.5,3503.72,3328534.3
2024-01-12 13:00:00,5307.74,450.72,297.43,251.77,295.8,4012.01,3811414.11
2024-01-12 14:00:00,5271.56,456.97,289.78,249.27,306.98,3968.56,3770135.42
2024-01-12 15:00:00,5411.65,478.3,277.16,259.97,311.05,4085.16,3880902.03
2024-01-12 16:00:00,5013.76,457.43,259.81,249.84,304.69,3742.0,3554896.69
2024-01-12 17:00:00,4900.28,460.96,238.01,251.31,294.54,3655.47,3472693.75
2024-01-12 18:00:00,4700.52,394.56,212.13,263.12,308.82,3521.89,3345798.42
2024-01-12 19:00:00,4464.92,477.92,182.63,252.34,292.19,3259.84,3096844.11
2024-01-12 20:00:00,4262.17,458.0,150.0,266.31,298.48,3089.39,2934920.24
2024-01-12 21:00:00,4350.15,525.29,114.81,276.98,300.27,3132.8,2976162.22
2024-01-12 22:00:00,4310.23,422.6,77.65,260.64,309.62,3239.72,3077737.5
2024-01-12 23:00:00,4658.12,387.15,39.16,263.46,304.56,3663.78,3480591.93
2024-01-13 00:00:00,5012.03,483.5,0.0,282.38,297.68,3948.46,3751040.82
2024-01-13 01:00:00,5379.09,471.93,39.16,250.37,295.28,4322.36,4106241.25
2024-01-13 02:00:00,5654.17,417.02,77.65,274.19,305.01,4580.3,4351287.92
2024-01-13 03:00:00,5599.67,395.45,114.81,273.03,297.33,4519.05,4293096.34
2024-01-13 04:00:00,5539.41,517.42,150.0,270.9,301.08,4300.01,4085005.26
2024-01-13 05:00:00,5667.55,511.76,182.63,275.32,293.15,4404.69,4184454.75
2024-01-13 06:00:00,5333.23,354.97,212.13,265.25,302.85,4198.04,3988138.85
2024-01-13 07:00:00,4964.93,435.4,238.01,256.65,302.44,3732.43,3545806.01
2024-01-13 08:00:00,4981.91,519.56,259.81,273.47,293.79,3635.29,3453520.85
2024-01-13 09:00:00,4723.7,433.21,277.16,273.89,305.16,3434.28,3262567.86
2024-01-13 10:00:00,4834.92,431.88,289.78,273.65,302.77,3536.83,3359991.99
2024-01-13 11:00:00,4834.4,439.44,297.43,263.08,303.7,3530.74,3354199.68
2024-01-13 12:00:00,5206.07,405.16,300.0,255.52,298.11,3947.29,3749923.09
2024-01-13 13:00:00,5347.89,381.05,297.43,264.63,300.89,4103.88,3898683.25
2024-01-13 14:00:00,5258.12,490.58,289.78,272.18,300.32,3905.26,3709995.96
2024-01-13 15:00:00,5385.03,374.0,277.16,273.04,299.26,4161.56,3953484.92
2024-01-13 16:00:00,5237.74,456.84,259.81,258.54,300.85,3961.7,3763619.53
2024-01-13 17:00:00,5097.09,481.64,238.01,266.03,306.28,3805.13,3614873.01
2024-01-13 18:00:00,4603.51,387.35,212.13,249.83,305.37,3448.82,3276382.15
2024-01-13 19:00:00,4528.83,407.65,182.63,272.8,294.09,3371.66,3203072.27
